"trt","age","educ","black","hisp","marr","nodeg","re74","re75","re78"
0,45,12,0,0,1,0,0,0,22165.899
0,35,16,0,0,1,0,0,0,0
0,37,17,0,0,1,0,0,0,66497.696
0,27,17,0,0,1,0,0,0,0
0,47,14,0,0,1,0,0,0,0
0,48,12,0,0,1,0,0,0,0
0,42,12,0,0,1,0,0,0,0
0,43,12,0,0,1,0,0,0,0
0,46,12,0,0,1,0,0,0,0
0,46,12,0,0,1,0,0,0,0
0,46,12,0,0,1,0,0,0,0
0,29,16,0,0,1,0,0,0,8396.4424
0,39,13,0,0,1,0,0,0,0
0,32,12,0,0,1,0,0,0,0
0,48,16,0,0,1,0,0,0,0
0,48,16,0,0,1,0,0,0,0
0,41,13,0,0,1,0,0,0,0
0,42,13,0,0,1,0,0,0,0
0,42,13,0,0,1,0,0,0,0
0,42,13,0,0,1,0,0,0,0
0,54,13,0,0,1,0,0,0,0
0,29,14,0,0,1,0,0,0,0
0,54,12,0,0,1,0,0,0,0
0,54,12,0,0,1,0,0,0,0
0,26,14,0,0,1,0,0,0,0
0,43,17,0,0,1,0,0,0,36943.164
0,54,12,0,0,1,0,0,0,0
0,37,12,0,0,1,0,0,0,0
0,54,16,0,0,1,0,0,0,0
0,48,17,0,0,1,0,0,0,0
0,44,12,0,0,1,0,0,0,0
0,54,12,0,0,1,0,0,0,0
0,38,12,0,0,1,0,0,0,0
0,37,13,0,0,1,0,0,0,0
0,27,17,0,0,1,0,0,0,0
0,51,12,0,0,1,0,0,0,0
0,39,12,0,0,1,0,0,0,0
0,55,14,0,0,1,0,0,0,0
0,54,13,0,0,1,0,0,0,0
0,54,13,0,0,1,0,0,0,0
0,34,12,0,0,1,0,0,0,0
0,50,14,0,0,1,0,0,0,0
0,50,12,0,0,1,0,0,0,0
0,21,14,0,1,0,0,0,71.612903,3657.3733
0,26,12,0,0,1,0,0,71.612903,0
0,21,13,0,0,0,0,0,692.85484,2659.9078
0,23,16,0,0,1,0,0,1521.7742,0
0,21,15,0,0,0,0,0,3222.5806,14777.266
0,23,14,0,0,0,0,0,3401.6129,5319.8157
0,27,16,0,0,1,0,0,4833.871,0
0,25,12,0,0,1,0,0,5729.0323,26599.078
0,27,17,0,0,0,0,0,6087.0968,7388.6329
0,55,12,0,0,1,0,0,6266.129,10344.086
0,20,12,0,0,1,0,0,7161.2903,0
0,18,12,0,0,1,0,0,8056.4516,19210.445
0,27,12,0,0,1,0,0,8235.4839,20688.172
0,28,16,0,0,1,0,0,8951.6129,36943.164
0,36,12,1,0,1,0,0,8951.6129,11821.813
0,33,13,1,0,1,0,0,10741.935,20688.172
0,36,12,0,0,1,0,0,10741.935,0
0,27,13,0,0,1,0,0,16112.903,29554.531
0,45,17,0,0,1,0,0,16112.903,17732.719
0,45,17,0,0,1,0,0,16112.903,17732.719
0,45,17,0,0,1,0,0,16112.903,17732.719
0,31,12,0,0,1,0,0,17903.226,0
0,34,12,0,0,1,0,0,17903.226,63542.243
0,34,12,0,0,1,0,0,17903.226,63542.243
0,47,14,0,0,1,0,0,17903.226,22165.899
0,35,16,0,0,1,0,0,19693.548,17732.719
0,43,17,0,0,1,0,0,21161.613,29554.531
0,25,12,1,0,1,0,0,21483.871,1220.6022
0,29,15,0,0,0,0,0,21483.871,22313.671
0,31,12,0,0,1,0,0,21483.871,20688.172
0,52,12,0,0,1,0,0,21483.871,22165.899
0,22,16,0,0,0,0,0,22558.065,32509.985
0,53,15,0,0,1,0,0,24169.355,28076.805
0,29,17,0,0,1,0,0,25959.677,36898.833
0,31,13,0,0,1,0,0,25959.677,39898.618
0,35,12,0,0,1,0,0,26138.71,29554.531
0,29,16,0,0,1,0,0,26854.839,23643.625
0,39,12,0,0,1,0,0,28645.161,31032.258
0,37,14,0,0,1,0,0,32225.806,0
0,30,14,0,0,1,0,0,32225.806,22165.899
0,43,17,0,0,1,0,0,42251.613,41376.344
0,32,17,0,0,1,0,0,46548.387,39898.618
0,44,12,0,0,1,0,0,71612.903,81274.962
0,32,16,0,0,1,0,577.98371,6910.6452,18609.011
0,43,12,1,0,1,0,715.13238,1879.8387,5910.9063
0,24,12,1,0,0,0,783.70672,0,10344.086
0,22,13,0,0,0,0,783.70672,0,2305.2535
0,35,15,0,0,1,0,979.6334,537.09677,0
0,26,15,0,0,0,0,979.6334,1879.8387,3250.9985
0,29,17,0,0,1,0,979.6334,8951.6129,0
0,23,12,1,0,0,0,1077.5967,3222.5806,5910.9063
0,19,12,0,0,1,0,1154.0081,8593.5484,26599.078
0,48,16,0,0,1,0,1240.2159,1466.2742,1152.6267
0,48,16,0,0,1,0,1240.2159,1466.2742,1152.6267
0,22,12,1,0,1,0,1269.6049,0,0
0,20,12,1,0,0,0,1367.5682,12532.258,2955.4531
0,24,17,0,0,1,0,1371.4868,0,24825.806
0,27,16,0,0,1,0,1469.4501,1253.2258,4363.7266
0,21,14,0,0,0,0,1506.6762,2685.4839,11082.949
0,53,13,0,0,1,0,1567.4134,3938.7097,4728.725
0,53,13,0,0,1,0,1567.4134,3938.7097,4728.725
0,53,16,0,0,1,0,1665.3768,0,2955.4531
0,22,15,0,0,1,0,1763.3401,5370.9677,22165.899
0,21,15,0,0,0,0,1763.3401,9667.7419,4137.6344
0,30,12,0,0,1,0,1959.2668,1790.3226,1477.7266
0,21,12,1,0,0,0,1959.2668,5460.4839,1152.6267
0,27,16,0,0,1,0,1959.2668,17545.161,21427.035
0,22,15,0,0,0,0,1967.1039,2864.5161,5024.2704
0,22,12,1,0,1,0,2006.2892,2470.6452,0
0,23,13,0,0,1,0,2155.1935,5370.9677,11378.495
0,33,12,0,0,1,0,2351.1202,0,2770.7373
0,24,13,0,0,0,0,2351.1202,3127.6935,14777.266
0,20,12,1,0,0,0,2351.1202,4475.8065,17732.719
0,22,16,0,0,0,0,2351.1202,23274.194,25860.215
0,19,12,0,0,1,0,2547.0468,10741.935,0
0,22,15,0,0,1,0,2547.0468,17187.097,25860.215
0,43,14,0,0,1,0,2645.0102,0,6992.6022
0,39,12,0,0,1,0,2742.9735,7161.2903,11821.813
0,28,12,1,0,0,0,2938.9002,2864.5161,0
0,19,14,0,0,0,0,2938.9002,3222.5806,0
0,26,17,0,0,1,0,2938.9002,12532.258,23643.625
0,18,12,0,0,1,0,3134.8269,11100,20688.172
0,23,15,0,0,1,0,3320.9572,2506.4516,9974.6544
0,24,12,1,0,0,0,3330.7536,4654.8387,11821.813
0,27,12,0,0,1,0,3526.6802,0,5910.9063
0,29,17,0,0,1,0,3526.6802,15217.742,24382.488
0,22,12,1,0,0,0,3579.5804,17133.387,11821.813
0,27,12,0,0,1,0,3722.6069,254.22581,1090.5622
0,27,15,0,0,1,0,3722.6069,4654.8387,19210.445
0,20,12,1,0,0,0,3730.444,8951.6129,13299.539
0,27,12,1,0,1,0,3918.5336,1994.4194,17732.719
0,23,12,1,0,1,0,3918.5336,2864.5161,8866.3594
0,23,12,1,0,1,0,3918.5336,11637.097,9752.9954
0,22,12,0,0,1,0,3918.5336,15396.774,39898.618
0,31,12,1,0,1,0,3918.5336,18440.323,24973.579
0,26,17,0,0,0,0,4173.2383,11637.097,9457.4501
0,20,12,0,0,1,0,4310.387,0,4433.1797
0,30,17,0,0,1,0,4310.387,4296.7742,22476.221
0,42,16,0,0,0,0,4398.554,17903.226,16254.992
0,21,14,0,0,1,0,4506.3136,9309.6774,23052.535
0,25,16,0,0,1,0,4604.277,2954.0323,0
0,27,15,0,0,1,0,4702.2403,0,0
0,26,17,0,0,1,0,4702.2403,19693.548,26599.078
0,29,16,0,0,1,0,4800.2037,17187.097,23643.625
0,20,12,0,0,0,0,4811.9593,716.12903,0
0,52,12,0,0,1,0,4898.167,0,0
0,23,17,0,0,0,0,4898.167,2148.3871,33987.711
0,21,14,0,0,1,0,4898.167,7161.2903,17141.628
0,24,16,0,0,0,0,4898.167,8951.6129,17732.719
0,30,17,0,0,1,0,4898.167,12084.677,5172.043
0,25,17,0,0,0,0,4996.1303,17414.468,5030.1813
0,21,12,0,0,1,0,5094.0937,6803.2258,7388.6329
0,28,12,0,0,1,0,5094.0937,10741.935,9014.1321
0,20,12,0,0,1,0,5182.2607,6266.129,15244.227
0,36,16,0,0,0,0,5290.0204,4833.871,5319.8157
0,19,12,1,0,0,0,5387.9837,8056.4516,12117.358
0,21,12,1,0,1,0,5868.0041,3043.5484,10048.541
0,47,12,0,0,1,0,5868.0041,9513.7742,5319.8157
0,24,16,0,0,1,0,5877.8004,4833.871,33987.711
0,24,12,1,0,1,0,5877.8004,8951.6129,17732.719
0,25,17,0,0,1,0,5877.8004,10562.903,30101.29
0,21,16,0,0,1,0,5877.8004,10562.903,16993.856
0,31,12,1,0,1,0,5877.8004,11064.194,15959.447
0,26,14,0,0,1,0,5877.8004,13427.419,31032.258
0,22,12,1,0,0,0,5891.5153,10367.758,5763.1336
0,20,13,1,0,0,0,5897.3931,12532.258,14777.266
0,20,13,0,1,1,0,6073.7271,10025.806,27337.942
0,27,14,0,0,1,0,6269.6538,0,26007.988
0,26,12,0,0,0,0,6269.6538,11637.097,10344.086
0,23,17,0,0,1,0,6367.6171,5370.9677,0
0,23,12,1,0,0,0,6494.9694,12532.258,14186.175
0,22,12,1,0,0,0,6583.1365,4475.8065,0
0,21,12,1,0,0,0,6661.5071,11458.065,11208.556
0,21,12,0,0,1,0,6661.5071,12532.258,25121.352
0,28,14,0,0,1,0,6739.8778,7877.4194,13742.857
0,27,12,1,0,1,0,6855.4745,0,8275.2688
0,25,14,0,0,0,0,6857.4338,1790.3226,0
0,30,12,0,0,1,0,6857.4338,3222.5806,3250.9985
0,27,13,1,0,1,0,6857.4338,4096.2581,24514.006
0,22,13,0,0,0,0,6857.4338,6266.129,17363.287
0,23,16,0,0,1,0,6857.4338,14143.548,22165.899
0,24,12,1,0,1,0,6857.4338,14322.581,26599.078
0,19,13,0,0,0,0,6857.4338,15217.742,17732.719
0,21,14,0,0,1,0,6974.9898,11407.935,17141.628
0,29,17,0,0,1,0,7053.3605,7161.2903,8866.3594
0,27,16,0,0,1,0,7053.3605,11637.097,25121.352
0,28,15,0,0,1,0,7249.2872,15217.742,9161.9048
0,26,12,0,0,1,0,7406.0285,0,2955.4531
0,54,12,0,0,1,0,7445.2138,0,0
0,28,15,1,0,0,0,7445.2138,0,12708.449
0,27,15,0,0,1,0,7445.2138,10741.935,18471.582
0,26,13,0,0,0,0,7449.1324,5729.0323,9605.2227
0,21,12,0,0,1,0,7523.5845,7934.7097,0
0,53,14,1,0,1,0,7641.1405,8421.6774,8127.4962
0,21,13,0,0,1,0,7688.1629,12743.516,11082.949
0,22,13,0,0,0,0,7739.1039,3759.6774,16254.992
0,27,16,0,0,0,0,7837.0672,0,0
0,37,15,0,1,1,0,7837.0672,179.03226,11821.813
0,33,13,0,0,0,0,7837.0672,3580.6452,16254.992
0,19,12,1,0,0,0,7837.0672,3759.6774,3694.3164
0,28,12,0,0,1,0,7837.0672,4475.8065,15663.902
0,32,12,1,0,1,0,7837.0672,5370.9677,8866.3594
0,24,12,0,0,0,0,7837.0672,5370.9677,5910.9063
0,22,12,0,0,0,0,7837.0672,7497.871,17732.719
0,20,12,1,0,1,0,7837.0672,8951.6129,20688.172
0,23,12,0,0,1,0,7837.0672,8951.6129,12058.249
0,27,12,1,0,1,0,7837.0672,8951.6129,2210.679
0,23,12,1,0,1,0,7837.0672,12532.258,21870.353
0,19,12,0,1,1,0,7837.0672,12532.258,13299.539
0,27,14,0,0,0,0,7837.0672,14322.581,16254.992
0,22,16,0,0,1,0,7837.0672,16112.903,16254.992
0,42,12,0,0,1,0,7837.0672,16112.903,15516.129
0,20,13,0,0,0,0,7837.0672,17491.452,2216.5899
0,29,13,0,0,0,0,7958.5418,0,0
0,23,12,1,0,1,0,7993.8086,13427.419,4433.1797
0,19,12,0,0,1,0,8054.5458,9309.6774,11963.674
0,21,12,1,0,1,0,8150.5499,13092.629,10583.478
0,26,12,0,0,1,0,8228.9206,13606.452,11969.585
0,21,16,0,0,0,0,8228.9206,22379.032,27337.942
0,24,12,1,0,1,0,8275.943,15416.468,8335.8556
0,29,12,0,0,1,0,8389.5804,5908.0645,14481.72
0,26,12,1,0,1,0,8616.8554,8593.5484,10344.086
0,23,14,1,0,1,0,8675.6334,10398.194,13003.994
0,25,12,0,0,0,0,8683.4705,9130.6452,15811.674
0,21,12,0,0,1,0,8816.7006,5729.0323,18096.24
0,25,12,1,0,0,0,8816.7006,6266.129,10344.086
0,22,12,0,0,1,0,8816.7006,9939.871,15486.575
0,22,12,0,0,1,0,8816.7006,10741.935,19653.763
0,23,12,1,0,1,0,8816.7006,12174.194,18471.582
0,18,12,0,0,0,0,8816.7006,14322.581,22165.899
0,27,12,1,0,0,0,8816.7006,14322.581,19210.445
0,21,12,1,0,0,0,8816.7006,14859.677,5578.4178
0,25,12,0,0,1,0,8816.7006,16112.903,26599.078
0,21,13,0,0,1,0,8816.7006,17903.226,28224.578
0,27,12,0,0,1,0,8816.7006,44758.065,0
0,23,12,0,0,1,0,8840.2118,7161.2903,10416.495
0,21,12,0,0,1,0,8867.6415,14995.742,17732.719
0,23,14,1,0,1,0,8934.2566,12532.258,8866.3594
0,23,16,1,0,0,0,9012.6273,16490.661,19210.445
0,31,17,0,0,1,0,9012.6273,29465.129,39817.343
0,27,12,1,0,1,0,9067.4868,5370.9677,6649.7696
0,21,12,1,0,1,0,9169.3686,7161.2903,7388.6329
0,23,12,1,0,1,0,9169.3686,8271.2903,10403.195
0,19,12,0,0,1,0,9208.554,5550,11526.267
0,46,12,0,0,1,0,9284.9654,8504.0323,10376.596
0,24,12,0,0,1,0,9371.1731,2864.5161,2216.5899
0,20,13,0,1,0,0,9404.4807,0,8275.2688
0,24,17,0,0,1,0,9404.4807,5370.9677,22904.762
0,23,12,0,0,1,0,9404.4807,9130.6452,11821.813
0,34,12,0,0,1,0,9404.4807,9166.4516,23475.164
0,35,12,0,0,1,0,9404.4807,9313.2581,11821.813
0,23,12,0,0,0,0,9404.4807,11834.032,16846.083
0,21,14,1,0,0,0,9420.1548,5370.9677,9900.768
0,21,12,0,1,1,0,9496.5662,8772.5806,10512.547
0,26,12,0,0,1,0,9561.222,0,13299.539
0,23,13,0,0,1,0,9698.3707,8593.5484,23643.625
0,27,12,0,1,1,0,9698.3707,11279.032,14038.402
0,50,12,0,1,1,0,9788.4969,9846.7742,13299.539
0,27,12,1,0,1,0,9796.334,0,11821.813
0,25,12,0,0,1,0,9796.334,2685.4839,25121.352
0,21,12,1,0,1,0,9796.334,4296.7742,14777.266
0,21,13,0,0,1,0,9796.334,8593.5484,28787.591
0,33,12,1,0,0,0,9796.334,8951.6129,0
0,19,12,0,0,1,0,9796.334,9846.7742,20688.172
0,20,12,0,0,1,0,9796.334,10204.839,29258.986
0,22,12,1,0,1,0,9796.334,10741.935,11162.747
0,32,12,0,0,1,0,9796.334,11458.065,11821.813
0,24,13,0,0,1,0,9796.334,11458.065,11526.267
0,29,12,1,0,1,0,9796.334,12532.258,19210.445
0,23,12,1,0,1,0,9796.334,12532.258,11821.813
0,26,14,0,0,1,0,9796.334,13427.419,20688.172
0,20,12,0,0,1,0,9796.334,13427.419,10713.518
0,27,12,1,0,1,0,9796.334,14322.581,11821.813
0,24,12,1,0,1,0,9796.334,14322.581,33987.711
0,24,17,0,0,0,0,9796.334,16112.903,36943.164
0,21,13,0,0,0,0,9796.334,16112.903,20688.172
0,25,12,1,0,1,0,9796.334,21483.871,6649.7696
0,30,12,1,0,1,0,9796.334,25064.516,29554.531
0,26,12,1,0,0,0,9913.89,10741.935,15619.57
0,22,12,0,0,0,0,9951.1161,14322.581,14777.266
0,47,12,0,0,1,0,9968.7495,10523.516,11283.92
0,22,12,0,0,0,0,9992.2607,15754.839,19949.309
0,31,12,1,0,1,0,10188.187,8951.6129,9605.2227
0,35,12,0,0,1,0,10188.187,9309.6774,11821.813
0,49,12,0,0,1,0,10231.291,11082.097,6537.4624
0,25,13,1,0,0,0,10246.965,15396.774,12486.79
0,23,12,0,0,1,0,10290.069,10562.903,9221.0138
0,25,17,0,0,1,0,10384.114,22004.855,49429.954
0,23,16,0,0,1,0,10384.114,26854.839,11821.813
0,34,17,0,0,0,0,10580.041,7161.2903,5910.9063
0,21,12,0,0,1,0,10580.041,8056.4516,12117.358
0,27,12,1,0,0,0,10623.145,3222.5806,8866.3594
0,23,12,0,0,1,0,10775.967,5370.9677,11821.813
0,23,12,0,0,1,0,10775.967,7161.2903,16993.856
0,32,17,0,0,0,0,10775.967,7161.2903,0
0,27,12,1,0,1,0,10775.967,8951.6129,7536.4055
0,24,12,1,0,0,0,10775.967,9309.6774,8275.2688
0,34,12,0,0,1,0,10775.967,11637.097,14186.175
0,29,12,0,0,1,0,10775.967,12532.258,25860.215
0,28,14,0,0,1,0,10775.967,13427.419,0
0,18,12,0,0,0,0,10775.967,14322.581,21427.035
0,20,12,1,0,0,0,10775.967,16372.5,29554.531
0,25,13,0,0,1,0,10775.967,16739.516,18966.621
0,23,12,1,0,1,0,10775.967,20481.29,29391.982
0,26,17,0,0,1,0,10775.967,29182.258,35465.438
0,24,12,0,0,0,0,10873.931,15754.839,20132.547
0,23,12,0,0,1,0,10971.894,10204.839,31032.258
0,23,16,0,0,0,0,10971.894,18798.387,20924.608
0,26,12,1,0,1,0,11167.821,1074.1935,8866.3594
0,46,12,0,0,1,0,11167.821,7161.2903,17732.719
0,23,12,1,0,1,0,11167.821,7812.9677,14777.266
0,41,12,0,0,1,0,11167.821,10741.935,12412.903
0,19,12,0,0,1,0,11201.128,14143.548,24338.157
0,29,12,0,0,1,0,11259.906,9041.129,26599.078
0,24,12,1,0,0,0,11285.377,13069.355,10344.086
0,23,12,1,0,0,0,11328.481,2685.4839,29216.132
0,22,12,0,0,1,0,11363.747,4654.8387,13299.539
0,21,12,0,0,0,0,11363.747,9667.7419,13299.539
0,27,12,0,0,1,0,11363.747,12532.258,4137.6344
0,37,12,0,0,1,0,11430.363,11372.129,8866.3594
0,44,12,0,0,1,0,11559.674,7340.3226,27781.26
0,38,16,0,0,1,0,11559.674,7877.4194,17732.719
0,34,12,0,0,1,0,11755.601,0,11821.813
0,49,12,0,0,0,0,11755.601,0,0
0,23,12,0,0,1,0,11755.601,0,17732.719
0,28,14,1,0,1,0,11755.601,0,25874.992
0,43,12,0,0,1,0,11755.601,0,295.54531
0,28,16,0,0,0,0,11755.601,6445.1613,0
0,29,12,1,0,1,0,11755.601,9846.7742,20688.172
0,53,12,0,0,1,0,11755.601,9893.3226,5172.043
0,21,12,0,0,1,0,11755.601,10204.839,12560.676
0,24,13,1,0,1,0,11755.601,10741.935,31097.278
0,21,12,0,0,1,0,11755.601,10741.935,6649.7696
0,24,12,0,0,1,0,11755.601,11074.935,13742.857
0,21,12,0,0,0,0,11755.601,11637.097,10048.541
0,23,14,0,0,1,0,11755.601,11637.097,25121.352
0,28,12,0,0,1,0,11755.601,12532.258,0
0,28,12,0,0,1,0,11755.601,12532.258,0
0,25,17,0,0,1,0,11755.601,12621.774,28963.441
0,23,13,0,0,1,0,11755.601,13427.419,16254.992
0,30,12,0,0,1,0,11755.601,13635.097,26599.078
0,23,12,0,0,1,0,11755.601,13785.484,14186.175
0,26,12,0,0,1,0,11755.601,14322.581,20688.172
0,21,12,1,0,1,0,11755.601,14322.581,16254.992
0,26,12,0,0,1,0,11755.601,14322.581,17732.719
0,25,12,1,0,1,0,11755.601,14322.581,21427.035
0,22,12,0,0,1,0,11755.601,14465.806,18102.151
0,28,16,0,0,1,0,11755.601,15217.742,20688.172
0,22,13,1,0,1,0,11755.601,15217.742,0
0,24,16,0,0,1,0,11755.601,16112.903,31032.258
0,27,15,1,0,0,0,11755.601,16744.887,18442.028
0,19,12,0,0,0,0,11755.601,19335.484,16254.992
0,38,14,0,0,1,0,11755.601,19693.548,0
0,38,14,0,0,0,0,11755.601,21483.871,7388.6329
0,45,12,0,0,1,0,11771.275,11270.081,16822.439
0,26,12,1,0,1,0,11775.193,14150.71,16342.178
0,31,16,0,0,1,0,11784.99,9846.7742,5390.7465
0,25,13,1,0,1,0,11931.935,13824.871,12656.728
0,25,14,0,0,1,0,11973.079,14322.581,14777.266
0,22,12,0,0,1,0,12051.45,16025.177,13151.767
0,36,12,0,0,1,0,12147.454,13964.516,13299.539
0,27,12,0,0,1,0,12147.454,14322.581,20142.891
0,33,12,0,0,1,0,12147.454,16112.903,24382.488
0,27,12,0,0,1,0,12147.454,23274.194,26599.078
0,30,12,1,0,1,0,12225.825,10741.935,18962.187
0,46,12,0,0,1,0,12343.381,11637.097,11230.722
0,23,14,0,0,1,0,12343.381,12532.258,14186.175
0,25,16,0,0,1,0,12343.381,13606.452,21427.035
0,27,14,0,0,1,0,12419.792,16829.032,25178.983
0,49,16,0,0,1,0,12504.041,12353.226,12560.676
0,22,12,0,0,1,0,12539.308,12532.258,14369.413
0,28,16,0,0,1,0,12572.615,21483.871,23495.853
0,24,12,1,0,1,0,12658.823,19693.548,19210.445
0,37,17,1,0,1,0,12735.234,1306.9355,4236.6421
0,22,13,0,0,0,0,12735.234,12532.258,17732.719
0,23,17,0,0,0,0,12735.234,14322.581,28076.805
0,23,12,1,0,0,0,12735.234,14322.581,20688.172
0,26,12,0,0,1,0,12735.234,14322.581,14925.038
0,22,12,0,0,0,0,12735.234,16112.903,21131.49
0,31,14,0,0,1,0,12735.234,17724.194,29850.077
0,31,14,0,0,1,0,12735.234,17724.194,29850.077
0,54,12,0,0,1,0,12735.234,17894.274,19343.441
0,25,16,1,0,1,0,12735.234,18261.29,10521.413
0,28,12,1,0,1,0,12735.234,19693.548,17732.719
0,19,13,0,0,1,0,12735.234,19693.548,28815.668
0,26,17,0,0,1,0,12735.234,25064.516,26599.078
0,28,12,0,0,1,0,12813.605,7161.2903,16254.992
0,20,12,0,0,1,0,12931.161,2363.2258,14777.266
0,26,12,0,0,1,0,12931.161,11100,22165.899
0,25,17,0,0,1,0,12935.079,22379.032,36943.164
0,24,12,0,0,1,0,13029.124,13964.516,41571.404
0,22,12,0,0,1,0,13127.088,8951.6129,13595.084
0,27,17,0,0,1,0,13127.088,10741.935,29554.531
0,26,12,0,0,1,0,13127.088,12174.194,12687.76
0,27,12,1,0,1,0,13127.088,12353.226,11526.267
0,19,12,0,0,1,0,13127.088,12532.258,24382.488
0,29,17,0,0,1,0,13127.088,19693.548,0
0,20,12,0,0,1,0,13244.644,8772.5806,17289.401
0,25,12,0,0,1,0,13291.666,14202.629,14777.266
0,29,16,0,0,1,0,13323.014,5370.9677,17732.719
0,23,14,0,0,0,0,13323.014,12174.194,14777.266
0,28,12,0,0,1,0,13323.014,12532.258,10935.177
0,30,14,0,0,1,0,13323.014,14322.581,14777.266
0,26,16,1,0,1,0,13323.014,19693.548,19934.531
0,24,12,0,1,1,0,13493.47,16470.968,21035.438
0,22,12,1,0,1,0,13518.941,13427.419,12560.676
0,27,12,0,0,1,0,13597.312,15833.613,13246.341
0,22,12,1,0,1,0,13665.886,17903.226,13299.539
0,42,13,0,0,1,0,13701.153,0,33987.711
0,22,12,1,0,1,0,13714.868,0,664.97696
0,47,12,0,0,1,0,13714.868,0,12560.676
0,26,12,0,0,1,0,13714.868,716.12903,22904.762
0,21,12,0,0,1,0,13714.868,3222.5806,14038.402
0,25,16,0,0,0,0,13714.868,6042.3387,0
0,25,12,1,0,1,0,13714.868,8235.4839,17732.719
0,23,12,0,0,0,0,13714.868,10741.935,15959.447
0,33,12,1,0,0,0,13714.868,11100,9605.2227
0,55,16,1,0,1,0,13714.868,11995.161,23531.318
0,47,12,1,0,1,0,13714.868,12433.79,14777.266
0,20,12,1,0,1,0,13714.868,12532.258,8866.3594
0,26,12,1,0,1,0,13714.868,12532.258,11821.813
0,31,12,0,0,1,0,13714.868,12532.258,14777.266
0,30,12,0,0,1,0,13714.868,12532.258,2563.8556
0,21,12,1,0,0,0,13714.868,13339.694,11651.874
0,28,17,0,0,1,0,13714.868,13427.419,6827.0968
0,24,12,0,0,1,0,13714.868,13427.419,17732.719
0,28,12,0,0,1,0,13714.868,13606.452,19210.445
0,23,12,0,0,0,0,13714.868,14322.581,22165.899
0,35,12,0,0,0,0,13714.868,15038.71,26599.078
0,27,14,0,0,1,0,13714.868,15217.742,13447.312
0,23,12,0,0,1,0,13714.868,15754.839,24205.161
0,24,12,1,0,1,0,13714.868,16112.903,16254.992
0,24,12,0,0,1,0,13714.868,16112.903,16254.992
0,39,12,1,0,1,0,13714.868,17008.065,14629.493
0,33,12,0,0,1,0,13714.868,18082.258,26081.874
0,45,14,0,0,1,0,13714.868,19102.742,30145.622
0,45,14,0,0,1,0,13714.868,19102.742,30145.622
0,27,12,1,0,1,0,13714.868,19425,25860.215
0,45,17,0,0,1,0,13714.868,23095.161,6649.7696
0,23,16,0,0,0,0,13714.868,25601.613,31623.349
0,26,17,0,0,1,0,13714.868,29540.323,29554.531
0,27,14,1,0,0,0,13812.831,17036.71,20688.172
0,21,14,0,0,1,0,13832.424,8777.9516,591.09063
0,20,12,0,0,1,0,13902.957,14322.581,19653.763
0,29,12,0,0,1,0,13910.794,7161.2903,19210.445
0,22,12,0,1,1,0,13910.794,8611.4516,16218.049
0,24,12,0,0,0,0,13910.794,13427.419,19210.445
0,27,12,0,0,1,0,13910.794,14859.677,15072.811
0,23,12,0,0,1,0,14063.617,11100,14777.266
0,24,16,0,0,1,0,14067.536,24706.452,37829.8
0,23,16,0,0,0,0,14106.721,6266.129,2955.4531
0,33,14,0,0,1,0,14106.721,14322.581,17732.719
